id_unit,t,y,lnincome,beer,age15to24,retprice,treat
California,1975.0,127.1,9.937167,-999.0,0.18384847,45.0,0
California,1976.0,128.0,9.976858,-999.0,0.1849865,48.3,0
California,1977.0,126.4,10.0027,-999.0,0.18612453,49.0,0
California,1978.0,126.1,10.045565,-999.0,0.18726255,58.7,0
California,1979.0,121.9,10.0546875,-999.0,0.18840058,60.1,0
California,1980.0,120.2,10.037841,-999.0,0.18953861,62.1,0
California,1981.0,118.6,10.028626,-999.0,0.18553706,66.4,0
California,1982.0,115.4,10.01253,-999.0,0.1815355,72.8,0
California,1983.0,110.8,10.031737,-999.0,0.17753394,84.9,0
California,1984.0,104.8,10.075359,25.0,0.17353238,94.9,0
California,1985.0,102.8,10.099703,24.0,0.16953082,98.0,0
California,1986.0,99.7,10.127267,24.7,0.16552927,104.4,0
California,1987.0,97.5,10.134301,24.1,0.16152771,103.9,0
California,1988.0,90.1,10.141663,23.6,0.15752615,117.4,0
California,1989.0,82.4,10.142313,23.7,0.15352459,126.4,1
California,1990.0,77.8,10.141623,23.8,0.14952303,163.8,1
California,1991.0,68.7,10.110714,22.3,-999.0,186.8,1
California,1992.0,67.5,10.114939,21.3,-999.0,201.9,1
California,1993.0,63.4,10.098497,20.8,-999.0,205.1,1
California,1994.0,58.6,10.099508,20.1,-999.0,190.3,1
California,1995.0,56.4,10.155916,19.7,-999.0,195.1,1
California,1996.0,54.5,10.178637,19.1,-999.0,197.9,1
California,1997.0,53.8,10.17519,19.5,-999.0,200.3,1
California,1998.0,52.3,-999.0,-999.0,-999.0,207.8,1
California,1999.0,47.2,-999.0,-999.0,-999.0,224.9,1
California,2000.0,41.6,-999.0,-999.0,-999.0,351.2,1
Colorado,1970.0,124.8,-999.0,-999.0,0.19095023,29.4,0
Colorado,1971.0,125.5,-999.0,-999.0,0.19164759,31.1,0
Colorado,1972.0,134.3,9.805548,-999.0,0.19234496,31.2,0
Colorado,1973.0,137.9,9.848413,-999.0,0.19304232,32.7,0
Colorado,1974.0,132.8,9.840451,-999.0,0.19373968,38.1,0
Colorado,1975.0,131.0,9.828461,-999.0,0.19443706,41.7,0
Colorado,1976.0,134.2,9.858913,-999.0,0.19513442,44.8,0
Colorado,1977.0,132.0,9.888447,-999.0,0.19583178,44.7,0
Colorado,1978.0,129.2,9.933751,-999.0,0.19652914,57.4,0
Colorado,1979.0,131.5,9.94222,-999.0,0.19722651,52.8,0
Colorado,1980.0,131.0,9.943612,-999.0,0.19792387,54.6,0
Colorado,1981.0,133.8,9.9572735,-999.0,0.19186871,58.1,0
Colorado,1982.0,130.5,9.962617,-999.0,0.18581356,61.4,0
Colorado,1983.0,125.3,9.978037,-999.0,0.1797583999999999,73.3,0
Colorado,1984.0,119.7,10.002046,25.7,0.17370325,83.4,0
Colorado,1985.0,112.4,10.000779,25.2,0.16764809,93.1,0
Colorado,1986.0,109.9,10.001593,25.5,0.16159293,95.1,0
Colorado,1987.0,102.4,9.994427,24.8,0.15553778,108.6,0
Colorado,1988.0,94.6,10.018831,24.2,0.14948262,116.0,0
Colorado,1989.0,88.8,10.043063,23.9,0.14342748,130.8,0
Colorado,1990.0,87.4,10.046251,24.2,0.13737231,149.3,0
Colorado,1991.0,90.2,10.054761,23.5,-999.0,152.6,0
Colorado,1992.0,88.3,10.0663395,23.7,-999.0,157.5,0
Colorado,1993.0,88.6,10.079669,23.5,-999.0,168.2,0
Colorado,1994.0,89.1,10.097464,23.1,-999.0,153.2,0
Colorado,1995.0,85.4,10.16635,24.4,-999.0,164.2,0
Colorado,1996.0,83.1,10.191437,24.8,-999.0,169.6,0
Colorado,1997.0,81.3,10.2038965,24.0,-999.0,174.4,0
Colorado,1998.0,81.2,-999.0,-999.0,-999.0,185.8,0
Colorado,1999.0,79.6,-999.0,-999.0,-999.0,204.2,0
Colorado,2000.0,73.0,-999.0,-999.0,-999.0,281.3,0
Connecticut,1970.0,120.0,-999.0,-999.0,0.16292876,42.2,0
Connecticut,1971.0,117.6,-999.0,-999.0,0.1646539,45.5,0
Connecticut,1972.0,110.8,9.981137,-999.0,0.16637905,51.3,0
Connecticut,1973.0,109.3,10.012989,-999.0,0.16810419,50.6,0
Connecticut,1974.0,112.4,9.988535,-999.0,0.16982932,52.5,0
Connecticut,1975.0,110.2,9.960749,-999.0,0.17155448,54.5,0
Connecticut,1976.0,113.4,9.993227,-999.0,0.17327961,57.6,0
Connecticut,1977.0,117.3,10.028069,-999.0,0.17500475,58.4,0
Connecticut,1978.0,117.5,10.063203,-999.0,0.17672989,61.7,0
Connecticut,1979.0,117.4,10.075508,-999.0,0.17845504,64.4,0
Connecticut,1980.0,118.0,10.074763,-999.0,0.18018018,67.0,0
Connecticut,1981.0,116.4,10.079572,-999.0,0.17605005,80.1,0
Connecticut,1982.0,114.7,10.090163,-999.0,0.17191993,85.6,0
Connecticut,1983.0,114.1,10.12007,-999.0,0.16778982,95.6,0
Connecticut,1984.0,112.5,10.181597,20.3,0.16365969,113.5,0
Connecticut,1985.0,111.0,10.212917,20.8,0.15952957,118.6,0
Connecticut,1986.0,108.5,10.268609,20.6,0.15539944,118.5,0
Connecticut,1987.0,109.0,10.309229,21.1,0.15126932,122.7,0
Connecticut,1988.0,104.8,10.355395,20.7,0.1471392,129.7,0
Connecticut,1989.0,100.6,10.366524,19.8,0.14300908,142.0,0
Connecticut,1990.0,91.5,10.349302,19.8,0.13887896,171.2,0
Connecticut,1991.0,86.7,10.324137,18.7,-999.0,175.6,0
Connecticut,1992.0,83.5,10.3438425,18.3,-999.0,193.5,0
Connecticut,1993.0,79.1,10.343544,17.9,-999.0,202.3,0
Connecticut,1994.0,76.6,10.361299,17.9,-999.0,205.6,0
Connecticut,1995.0,79.3,10.451002,17.6,-999.0,205.4,0
Connecticut,1996.0,76.0,10.474495,17.2,-999.0,206.3,0
Connecticut,1997.0,75.9,10.486617,17.5,-999.0,208.5,0
Connecticut,1998.0,75.5,-999.0,-999.0,-999.0,217.9,0
Connecticut,1999.0,73.4,-999.0,-999.0,-999.0,236.5,0
Connecticut,2000.0,71.4,-999.0,-999.0,-999.0,312.3,0
Delaware,1970.0,155.0,-999.0,-999.0,0.17335767,39.0,0
Delaware,1971.0,161.1,-999.0,-999.0,0.17588721,41.3,0
Delaware,1972.0,156.3,9.90993,-999.0,0.17841677,44.7,0
Delaware,1973.0,154.7,9.948177,-999.0,0.18094632,44.0,0
Delaware,1974.0,151.3,9.918258,-999.0,0.18347588,44.2,0
Delaware,1975.0,147.6,9.887531,-999.0,0.18600543,45.9,0
Delaware,1976.0,153.0,9.920685,-999.0,0.18853498,50.1,0
Delaware,1977.0,153.3,9.933779,-999.0,0.19106454,51.7,0
Delaware,1978.0,155.5,9.944127,-999.0,0.19359408,58.7,0
Delaware,1979.0,150.2,9.926104,-999.0,0.19612364,60.0,0
Delaware,1980.0,150.5,9.913744,-999.0,0.19865319,62.7,0
Delaware,1981.0,152.6,9.901393,-999.0,0.19354601,66.0,0
Delaware,1982.0,154.1,9.904337,-999.0,0.18843885,74.1,0
Delaware,1983.0,149.6,9.934576,-999.0,0.18333167,82.0,0
Delaware,1984.0,144.0,9.962282,26.6,0.1782244999999999,91.1,0
Delaware,1985.0,144.5,9.996334,26.2,0.17311732,98.7,0
Delaware,1986.0,142.4,10.032092,26.0,0.16801015,105.2,0
Delaware,1987.0,141.0,10.048571,25.9,0.16290298,111.4,0
Delaware,1988.0,137.1,10.077722,25.7,0.1577957999999999,119.3,0
Delaware,1989.0,131.7,10.103605,24.9,0.15268864,124.0,0
Delaware,1990.0,127.2,10.094804,25.8,0.14758146,140.0,0
Delaware,1991.0,118.8,10.083064,24.9,-999.0,143.2,0
Delaware,1992.0,120.0,10.091464,25.2,-999.0,174.7,0
Delaware,1993.0,123.8,10.092083,26.2,-999.0,187.9,0
Delaware,1994.0,126.1,10.131247,25.9,-999.0,152.5,0
Delaware,1995.0,127.2,10.229653,24.6,-999.0,160.7,0
Delaware,1996.0,128.3,10.262393,24.6,-999.0,169.1,0
Delaware,1997.0,124.1,10.261678,24.9,-999.0,171.9,0
Delaware,1998.0,132.8,-999.0,-999.0,-999.0,179.2,0
Delaware,1999.0,139.5,-999.0,-999.0,-999.0,198.3,0
Delaware,2000.0,140.7,-999.0,-999.0,-999.0,276.2,0
Georgia,1970.0,109.9,-999.0,-999.0,0.1874455,34.3,0
Georgia,1971.0,115.7,-999.0,-999.0,0.18786626,35.8,0
Georgia,1972.0,117.0,9.63889,-999.0,0.18828699,40.9,0
Georgia,1973.0,119.8,9.684865,-999.0,0.18870774,42.4,0
Georgia,1974.0,123.7,9.659981,-999.0,0.18912847,42.4,0
Georgia,1975.0,122.9,9.629609,-999.0,0.18954922,44.5,0
Georgia,1976.0,125.9,9.67143,-999.0,0.18996997,47.9,0
Georgia,1977.0,127.9,9.693337,-999.0,0.1903907,49.5,0
Georgia,1978.0,130.6,9.736651,-999.0,0.19081146,54.7,0
Georgia,1979.0,131.0,9.729302,-999.0,0.19123219,56.6,0
Georgia,1980.0,134.0,9.701445,-999.0,0.19165294,59.3,0
Georgia,1981.0,131.7,9.704944,-999.0,0.18797573,62.6,0
Georgia,1982.0,131.2,9.707344,-999.0,0.18429853,67.8,0
Georgia,1983.0,128.6,9.755732,-999.0,0.18062133,78.9,0
Georgia,1984.0,126.3,9.82549,21.3,0.17694412,86.8,0
Georgia,1985.0,128.8,9.862127,21.4,0.17326692,90.7,0
Georgia,1986.0,129.0,9.913809,22.1,0.16958973,100.1,0
Georgia,1987.0,129.3,9.930798,22.3,0.16591252,103.9,0
Georgia,1988.0,124.1,9.952863,21.7,0.16223532,109.2,0
Georgia,1989.0,117.1,9.953909,21.5,0.15855812,122.4,0
Georgia,1990.0,113.8,9.953298,22.3,0.15488091,132.3,0
Georgia,1991.0,109.6,9.941865,21.2,-999.0,138.2,0
Georgia,1992.0,109.2,9.958565,21.6,-999.0,159.5,0
Georgia,1993.0,109.2,9.967873,21.7,-999.0,167.2,0
Georgia,1994.0,107.8,9.9982395,21.4,-999.0,147.8,0
Georgia,1995.0,100.3,10.055438,21.5,-999.0,153.8,0
Georgia,1996.0,102.7,10.079771,22.0,-999.0,156.1,0
Georgia,1997.0,100.6,10.081408,21.6,-999.0,158.9,0
Georgia,1998.0,100.5,-999.0,-999.0,-999.0,168.7,0
Georgia,1999.0,97.1,-999.0,-999.0,-999.0,188.0,0
Georgia,2000.0,88.4,-999.0,-999.0,-999.0,257.4,0
Idaho,1970.0,102.4,-999.0,-999.0,0.17812061,33.8,0
Idaho,1971.0,108.5,-999.0,-999.0,0.17609245,33.6,0
Idaho,1972.0,126.1,9.651839,-999.0,0.1740642999999999,33.7,0
Idaho,1973.0,121.8,9.721051,-999.0,0.17203613,36.3,0
Idaho,1974.0,125.6,9.746263,-999.0,0.17000796,38.0,0
Idaho,1975.0,123.3,9.692201,-999.0,0.1679797999999999,40.3,0
Idaho,1976.0,125.1,9.731101,-999.0,0.16595164,42.5,0
Idaho,1977.0,125.0,9.726507000000002,-999.0,0.16392347,45.6,0
Idaho,1978.0,122.8,9.768933,-999.0,0.1618953,51.5,0
Idaho,1979.0,117.5,9.737336,-999.0,0.15986715,55.4,0
Idaho,1980.0,115.2,9.711496,-999.0,0.15783899,56.4,0
Idaho,1981.0,114.1,9.684898,-999.0,0.15638342,59.2,0
Idaho,1982.0,111.5,9.645257,-999.0,0.15492785,67.6,0
Idaho,1983.0,111.3,9.694544,-999.0,0.15347229,76.5,0
Idaho,1984.0,103.6,9.707316,23.2,0.15201671,88.5,0
Idaho,1985.0,100.7,9.715257,22.3,0.15056115,97.6,0
Idaho,1986.0,96.7,9.736214,22.5,0.1491056,99.9,0
Idaho,1987.0,95.0,9.740723,22.0,0.14765002,107.1,0
Idaho,1988.0,84.5,9.766004,21.1,0.14619446,121.9,0
Idaho,1989.0,78.4,9.827927,21.6,0.14473888,133.6,0
Idaho,1990.0,90.1,9.839928,22.9,0.14328332,141.3,0
Idaho,1991.0,85.4,9.835094,22.2,-999.0,144.4,0
Idaho,1992.0,85.1,9.85615,22.6,-999.0,167.2,0
Idaho,1993.0,86.7,9.877363,21.8,-999.0,171.2,0
Idaho,1994.0,93.0,9.903079,21.4,-999.0,150.5,0
Idaho,1995.0,78.2,9.919679,20.1,-999.0,163.5,0
Idaho,1996.0,73.6,9.933634,20.6,-999.0,176.5,0
Idaho,1997.0,75.0,9.921952,20.1,-999.0,184.4,0
Idaho,1998.0,78.9,-999.0,-999.0,-999.0,187.1,0
Idaho,1999.0,75.1,-999.0,-999.0,-999.0,210.7,0
Idaho,2000.0,66.9,-999.0,-999.0,-999.0,275.9,0
Illinois,1970.0,124.8,-999.0,-999.0,0.16696669,41.4,0
Illinois,1971.0,125.6,-999.0,-999.0,0.1689976,41.4,0
Illinois,1972.0,126.6,9.908161,-999.0,0.17102851,41.9,0
Illinois,1973.0,124.4,9.9615965,-999.0,0.1730594,41.0,0
Illinois,1974.0,131.9,9.946315,-999.0,0.17509031,41.9,0
Illinois,1975.0,131.8,9.93419,-999.0,0.17712122,45.2,0
Illinois,1976.0,134.4,9.965498,-999.0,0.17915213,48.4,0
Illinois,1977.0,134.0,9.996949,-999.0,0.18118304,49.4,0
Illinois,1978.0,136.7,10.023603,-999.0,0.18321393,54.6,0
Illinois,1979.0,135.3,10.013675,-999.0,0.18524484,56.8,0
Illinois,1980.0,135.2,9.9621725,-999.0,0.18727575,60.0,0
Illinois,1981.0,133.0,9.965017,-999.0,0.1830271,63.1,0
Illinois,1982.0,130.7,9.944979,-999.0,0.17877847,69.6,0
Illinois,1983.0,127.9,9.954803,-999.0,0.17452982,80.8,0
Illinois,1984.0,124.0,10.003144,24.6,0.17028119,89.6,0
Illinois,1985.0,121.6,10.020819,24.3,0.16603254,96.7,0
Illinois,1986.0,118.2,10.0553,24.7,0.16178389,108.4,0
Illinois,1987.0,109.5,10.067755,25.1,0.15753525,116.2,0
Illinois,1988.0,107.6,10.087956,25.0,0.1532866,124.1,0
Illinois,1989.0,104.6,10.113907,24.4,0.14903797,132.7,0
Illinois,1990.0,94.1,10.116749,25.7,0.14478932,147.3,0
Illinois,1991.0,96.1,10.098239,24.4,-999.0,154.0,0
Illinois,1992.0,94.8,10.123287,23.8,-999.0,179.8,0
Illinois,1993.0,94.6,10.127834,23.5,-999.0,187.5,0
Illinois,1994.0,85.7,10.154192,23.6,-999.0,182.1,0
Illinois,1995.0,84.3,10.200355,23.2,-999.0,185.2,0
Illinois,1996.0,81.8,10.224244,22.9,-999.0,188.7,0
Illinois,1997.0,79.6,10.236586,22.9,-999.0,198.7,0
Illinois,1998.0,80.3,-999.0,-999.0,-999.0,202.3,0
Illinois,1999.0,72.2,-999.0,-999.0,-999.0,240.5,0
Illinois,2000.0,70.0,-999.0,-999.0,-999.0,312.7,0
Indiana,1970.0,134.6,-999.0,-999.0,0.17651588,30.6,0
Indiana,1971.0,139.3,-999.0,-999.0,0.17797175,32.2,0
Indiana,1972.0,149.2,9.731873,-999.0,0.17942764,32.5,0
Indiana,1973.0,156.0,9.806883,-999.0,0.18088353,32.9,0
Indiana,1974.0,159.6,9.763185,-999.0,0.1823394,34.5,0
Indiana,1975.0,162.4,9.743661,-999.0,0.18379527,36.7,0
Indiana,1976.0,166.6,9.798755,-999.0,0.18525116,38.7,0
Indiana,1977.0,173.0,9.833315,-999.0,0.18670705,40.6,0
Indiana,1978.0,150.9,9.865232,-999.0,0.18816292,50.0,0
Indiana,1979.0,148.9,9.851489,-999.0,0.1896187999999999,52.5,0
Indiana,1980.0,146.9,9.795776,-999.0,0.19107468,53.7,0
Indiana,1981.0,148.5,9.78815,-999.0,0.18707843,58.3,0
Indiana,1982.0,147.7,9.757753999999998,-999.0,0.18308216,65.1,0
Indiana,1983.0,143.0,9.775058,-999.0,0.17908591,75.7,0
Indiana,1984.0,137.8,9.829457,22.0,0.17508966,85.2,0
Indiana,1985.0,135.3,9.844302,22.0,0.1710934,88.8,0
Indiana,1986.0,137.6,9.882232,22.1,0.16709714,93.6,0
Indiana,1987.0,134.0,9.897043,21.9,0.16310088,100.1,0
Indiana,1988.0,134.0,9.915045,21.9,0.15910463,109.3,0
Indiana,1989.0,132.5,9.936582,21.5,0.15510836,119.0,0
Indiana,1990.0,128.3,9.935142,22.4,0.15111211,130.8,0
Indiana,1991.0,127.2,9.9210825,21.6,-999.0,135.8,0
Indiana,1992.0,128.2,9.953797,20.7,-999.0,153.5,0
Indiana,1993.0,126.8,9.965633,20.5,-999.0,157.5,0
Indiana,1994.0,128.2,10.001348,20.6,-999.0,146.6,0
Indiana,1995.0,135.4,10.043711,20.1,-999.0,146.3,0
Indiana,1996.0,135.1,10.060887,20.3,-999.0,147.8,0
Indiana,1997.0,135.3,10.0521145,20.3,-999.0,156.3,0
Indiana,1998.0,135.9,-999.0,-999.0,-999.0,166.8,0
Indiana,1999.0,133.3,-999.0,-999.0,-999.0,190.0,0
Indiana,2000.0,125.5,-999.0,-999.0,-999.0,260.2,0
Iowa,1970.0,108.5,-999.0,-999.0,0.16884956,37.7,0
Iowa,1971.0,108.4,-999.0,-999.0,0.170839,38.5,0
Iowa,1972.0,109.4,9.730265,-999.0,0.17282845,41.9,0
Iowa,1973.0,110.6,9.858372,-999.0,0.17481789,41.9,0
Iowa,1974.0,116.1,9.788277,-999.0,0.17680733,43.2,0
Iowa,1975.0,120.5,9.800288,-999.0,0.17879677,45.4,0
Iowa,1976.0,124.4,9.803332,-999.0,0.18078622,47.8,0
Iowa,1977.0,125.5,9.83932,-999.0,0.18277566,49.4,0
Iowa,1978.0,127.1,9.914184,-999.0,0.1847651,54.6,0
Iowa,1979.0,124.2,9.881053,-999.0,0.18675455,56.4,0
Iowa,1980.0,124.6,9.810102,-999.0,0.188744,58.8,0
Iowa,1981.0,132.9,9.838684,-999.0,0.18403523,61.4,0
Iowa,1982.0,116.2,9.795305,-999.0,0.17932646,72.8,0
Iowa,1983.0,115.6,9.783572,-999.0,0.17461771,84.0,0
Iowa,1984.0,111.2,9.831582,23.9,0.16990894,93.3,0
Iowa,1985.0,109.4,9.839345,22.9,0.16520017,99.5,0
Iowa,1986.0,104.1,9.870234,23.3,0.1604914,104.8,0
Iowa,1987.0,101.1,9.887944,23.1,0.15578264,117.1,0
Iowa,1988.0,100.2,9.875571,23.0,0.15107389,124.2,0
Iowa,1989.0,94.4,9.915924,22.7,0.14636512,145.1,0
Iowa,1990.0,95.4,9.927806,23.6,0.14165635,149.6,0
Iowa,1991.0,97.1,9.911109,23.5,-999.0,155.4,0
Iowa,1992.0,95.2,9.942481,23.3,-999.0,178.5,0
Iowa,1993.0,92.5,9.920983,23.0,-999.0,189.7,0
Iowa,1994.0,93.4,9.996867,23.3,-999.0,171.4,0
Iowa,1995.0,93.0,10.001849,22.7,-999.0,179.0,0
Iowa,1996.0,94.0,10.0490055,23.1,-999.0,183.8,0
Iowa,1997.0,93.9,10.049283,23.3,-999.0,189.3,0
Iowa,1998.0,94.0,-999.0,-999.0,-999.0,193.8,0
Iowa,1999.0,91.7,-999.0,-999.0,-999.0,213.0,0
Iowa,2000.0,88.9,-999.0,-999.0,-999.0,286.3,0
Kansas,1970.0,114.0,-999.0,-999.0,0.18052468,34.2,0
Kansas,1971.0,102.8,-999.0,-999.0,0.18155004,38.9,0
Kansas,1972.0,111.0,9.768118,-999.0,0.1825754,38.8,0
Kansas,1973.0,115.2,9.838229,-999.0,0.18360078,39.3,0
Kansas,1974.0,118.6,9.810897,-999.0,0.18462615,40.2,0
Kansas,1975.0,123.4,9.800612,-999.0,0.18565151,42.7,0
Kansas,1976.0,127.7,9.830626,-999.0,0.18667687,46.6,0
Kansas,1977.0,127.9,9.848077,-999.0,0.18770224,48.1,0
Kansas,1978.0,127.1,9.875605,-999.0,0.18872762,52.6,0
Kansas,1979.0,126.4,9.903797,-999.0,0.18975298,54.8,0
Kansas,1980.0,127.1,9.862444,-999.0,0.19077834,58.3,0
Kansas,1981.0,132.0,9.877179,-999.0,0.18572941,59.8,0
Kansas,1982.0,130.9,9.881304,-999.0,0.1806805,65.1,0
Kansas,1983.0,127.6,9.885566,-999.0,0.17563158,77.0,0
Kansas,1984.0,121.7,9.916465,20.7,0.17058265,91.0,0
Kansas,1985.0,115.7,9.935948,20.1,0.16553372,97.5,0
Kansas,1986.0,109.4,9.961418,19.9,0.1604847999999999,103.0,0
Kansas,1987.0,105.2,9.96282,19.7,0.15543589,114.5,0
Kansas,1988.0,103.2,9.969703,19.3,0.15038696,123.9,0
Kansas,1989.0,96.5,9.962953,19.4,0.14533803,136.5,0
Kansas,1990.0,94.3,9.983666,19.7,0.14028911,145.8,0
Kansas,1991.0,91.8,9.976418,20.0,-999.0,152.7,0
Kansas,1992.0,90.0,9.998267,19.2,-999.0,174.2,0
Kansas,1993.0,89.9,10.002069,19.4,-999.0,174.2,0
Kansas,1994.0,89.1,10.026579,19.5,-999.0,159.6,0
Kansas,1995.0,90.1,10.044954,19.1,-999.0,165.7,0
Kansas,1996.0,88.7,10.076406,18.9,-999.0,167.7,0
Kansas,1997.0,89.2,10.087141,19.7,-999.0,171.3,0
Kansas,1998.0,87.6,-999.0,-999.0,-999.0,184.3,0
Kansas,1999.0,83.3,-999.0,-999.0,-999.0,207.0,0
Kansas,2000.0,79.8,-999.0,-999.0,-999.0,271.2,0
Kentucky,1970.0,155.8,-999.0,-999.0,0.18131015,28.3,0
Kentucky,1971.0,163.5,-999.0,-999.0,0.18229958,30.1,0
Kentucky,1972.0,179.4,9.5474825,-999.0,0.18328904,30.6,0
Kentucky,1973.0,201.9,9.598115,-999.0,0.18427849,30.6,0
Kentucky,1974.0,212.4,9.600525,-999.0,0.18526793,31.5,0
Kentucky,1975.0,223.0,9.579324,-999.0,0.18625736,33.3,0
Kentucky,1976.0,230.9,9.624857,-999.0,0.18724681,36.0,0
Kentucky,1977.0,229.4,9.672666,-999.0,0.18823627,36.9,0
Kentucky,1978.0,224.7,9.703743,-999.0,0.1892257,41.4,0
Kentucky,1979.0,214.9,9.70251,-999.0,0.19021514,43.4,0
Kentucky,1980.0,215.3,9.661359,-999.0,0.1912046,46.3,0
Kentucky,1981.0,209.7,9.665572,-999.0,0.18725346,49.4,0
Kentucky,1982.0,210.6,9.65426,-999.0,0.18330234,56.3,0
Kentucky,1983.0,201.1,9.642765,-999.0,0.17935121,66.4,0
Kentucky,1984.0,183.2,9.699555,18.5,0.17540008,75.4,0
Kentucky,1985.0,182.4,9.703631,18.9,0.17144895,79.3,0
Kentucky,1986.0,179.8,9.729917,19.2,0.16749783,85.4,0
Kentucky,1987.0,171.2,9.739725,19.0,0.1635467,90.5,0
Kentucky,1988.0,173.2,9.758579,19.1,0.15959556,94.4,0
Kentucky,1989.0,171.6,9.787341,18.3,0.15564445,103.8,0
Kentucky,1990.0,182.5,9.804601,20.1,0.15169331,115.6,0
Kentucky,1991.0,170.4,9.808981,19.4,-999.0,120.5,0
